GRID_CD,lat,lon,population,pop_density_norm
나마63a05b,35.33799281726011,125.99524078540003,0,0.0
나마97b57b,35.810893205595605,126.3682170055375,0,0.0
나마63b07a,35.351581916432096,126.0004910880151,0,0.0
나마98b62a,35.85156200196339,126.37871326671473,23,0.003203342618384401
나마62b92b,36.12207067620518,125.97486087212665,0,0.0
나마90b34a,35.59830090005494,126.29394573026315,5,0.0006963788300835655
나마98a62a,35.85151020613215,126.37317700678135,23,0.003203342618384401
나마68a09b,35.3747211441515,126.04959868758164,0,0.0
나마95b30a,35.56278162175514,126.34964835585045,0,0.0
나마97b04a,35.32859943492352,126.37498041085514,0,0.0
나마97b36b,35.62158637623122,126.37089097294601,0,0.0
나마95b61b,35.84674023389318,126.34556125756707,0,0.0
나마96b61b,35.84684610317266,126.35663302258045,0,0.0
나마99a02b,35.3152289687874,126.39166616732125,0,0.0
나마62b92a,36.11756439583558,125.97494804072085,0,0.0
나마62a05b,35.337855360946875,125.98424048275021,0,0.0
나마96a61b,35.846793296012706,126.35109713285537,0,0.0
나마64a07a,35.3516500531303,126.005992201552,0,0.0
나마92a34b,35.602972767851504,126.31043490454523,0,0.0
나마89b32b,35.584668145993476,126.28311322517506,0,0.0
나마96a29b,35.5583267354878,126.35522874880218,0,0.0
나마86a33a,35.58877916391251,126.24441969296628,0,0.0
나마97a36a,35.617027136798534,126.36543429584442,0,0.0
나마67b09a,35.37014797141756,126.0441768580765,0,0.0
나마81b00b,35.295282085813014,126.19948115009366,0,0.0
나마97b58b,35.81990766326616,126.36808905069917,73,0.010167130919220056
나마99a01a,35.30170603389828,126.39185062051611,0,0.0
나마68b07a,35.3522520214915,126.05550304452767,0,0.0
나마99a00b,35.29719838201551,126.39191207761742,23,0.003203342618384401
나마98a57b,35.81094517931726,126.37375043543294,0,0.0
나마66a05a,35.33389220455069,126.02832386582645,0,0.0
나마63b05a,35.33355424774812,126.00082421980328,0,0.0
나마88b37b,35.62962849878271,126.27138899043511,0,0.0
나마74a41a,35.65943751044006,126.11074897940111,33,0.004596100278551532
나마99a07a,35.35579758657338,126.39111207001056,0,0.0
나마98b36b,35.6216893530495,126.38193171346663,0,0.0
나마97b58a,35.815400436173825,126.36815303522128,0,0.0
나마65b08a,35.36086686460795,126.0223314193238,0,0.0
나마97a62a,35.85140584944183,126.36210452946999,0,0.0
나마62b05a,35.33341731438292,125.98982449027781,0,0.0
나마84b77a,35.98522264887708,126.22152934951303,0,0.0
나마74b39b,35.64598035783376,126.11650461437122,0,0.0
나마97b37a,35.626093753034034,126.37082759641292,0,0.0
나마85b31b,35.57519997386567,126.23911385256304,0,0.0
나마97b02b,35.31507660697028,126.3751677331104,8,0.0011142061281337048
나마81b00a,35.29077474822218,126.1995532570559,0,0.0
나마88a03b,35.32307427676087,126.27054416174535,0,0.0
나마92b35b,35.61204173116293,126.31582102791336,0,0.0
나마90b36a,35.61632996118029,126.29367509282852,5,0.0006963788300835655
나마73b41b,35.66388055216448,126.10514818627264,0,0.0
나마88a33a,35.589007104707164,126.2664912134189,5,0.0006963788300835655
나마88a34b,35.60252878829125,126.26628370953675,0,0.0
나마87b30b,35.56641433586877,126.26132038765273,0,0.0
나마89b37b,35.62974061542117,126.28243044334792,0,0.0
나마87b32b,35.58444327281312,126.26104275644252,8,0.0011142061281337048
나마64a05a,35.333622339298095,126.00632411231932,0,0.0
나마97a36b,35.62153450851241,126.36537062375605,0,0.0
나마64a91b,36.11326907137835,125.99169624503203,0,0.0
나마64b05a,35.33369018075603,126.01182402324737,0,0.0
나마90a36a,35.616274562620674,126.28815525741093,0,0.0
